fecha_hecho,cantidad,latitud,longitud,sexo,edad,estado_civil,grupo_actor,actividad_delictiva,parentesco,ocupacion,discapacidad,grupo_especial,medio_transporte,nivel_academico,testigo,conducta,modalidad,caracterizacion,conducta_especial,arma_medio,articulo_penal,categoria_penal,nombre_barrio,codigo_barrio,codigo_comuna,lugar,sede_receptora,bien,categoria_bien,grupo_bien,modelo,color,permiso,unidad_medida,fecha_ingestion
2020-11-18T09:17:00.000-05:00,1.0,6.23297462,-75.59594139,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Belén,#1603,16,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2020-12-22T14:29:00.000-05:00,1.0,6.20631332,-75.57112001,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La Florida,#1417,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-08-02T10:15:00.000-05:00,1.0,6.21662401,-75.58701545,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Parque Juan Pablo II,#Inst_19,15,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-11-16T01:20:00.000-05:00,1.0,6.232142,-75.597766,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,Sin dato,No,Sin dato,Sin dato,Belén,#1603,16,Puesto de trabajo,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-11-26T07:30:00.000-05:00,1.0,6.22688324,-75.57483352,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,No,No,Sin dato,Sin dato,Barrio Colombia,#1401,14,Almacén tienda y otro,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-11-26T07:30:00.000-05:00,1.0,6.22688324,-75.57483352,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,No,No,Sin dato,Sin dato,Barrio Colombia,#1401,14,Almacén tienda y otro,Poblado,Computador,Tecnología,Mercancía,-1,Negro,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-05-30T16:00:00.000-05:00,1.0,6.25060888,-75.60509873,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La América,#1204,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-08-08T13:30:00.000-05:00,1.0,6.2753519,-75.59051708,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma cortopunzante,Sin dato,Sin dato,Facultad de Minas U. Nal,#Inst_5,7,Cajero electrónico,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-03-09T11:20:00.000-05:00,1.0,6.24971078,-75.58859527,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,No,Sin dato,Sin dato,Naranjal,#1103,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-08-30T14:40:00.000-05:00,1.0,6.25008672,-75.56536734,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-10-18T11:00:00.000-05:00,1.0,6.24222086,-75.59635583,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Laureles,#1108,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-09-27T08:05:00.000-05:00,1.0,6.24383861,-75.59431809,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Laureles,#1108,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-03-13T14:57:00.000-05:00,1.0,6.25540323,-75.58110386,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Suramericana,#1102,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-10-26T10:42:00.000-05:00,1.0,6.24812241,-75.60204612,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Lorena,#1111,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-02-16T15:27:00.000-05:00,1.0,6.25989849,-75.59770137,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calasanz,#1202,12,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-12-12T10:40:00.000-05:00,1.0,6.24680987,-75.58895392,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Bolivariana,#1107,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-08-14T10:40:00.000-05:00,1.0,6.24501464,-75.60239053,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Las Acacias,#1109,11,Banco,Laureles,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-01-25T00:00:00.000-05:00,1.0,6.22890397,-75.57470557,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Barrio Colombia,#1401,14,Banco,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-04-13T09:51:00.000-05:00,1.0,6.24223732,-75.57317447,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Calle Nueva,#1011,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-01-24T08:30:00.000-05:00,1.0,6.25113989,-75.57115823,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,San Benito,#1006,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-10-04T06:05:00.000-05:00,1.0,6.22910507,-75.57006925,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,Sin dato,No,Sin dato,Sin dato,Perpetuo Socorro,#1012,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-03-28T07:20:00.000-05:00,1.0,6.24873492,-75.56856722,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Llave maestra,Sin dato,Sin dato,Llave maestra,Sin dato,Sin dato,La Candelaria,#1019,10,Oficina,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-02-19T07:15:00.000-05:00,1.0,6.24230383,-75.57452708,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Ventosa,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Calle Nueva,#1011,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-05-19T09:12:00.000-05:00,1.0,6.20690209,-75.58585405,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Llave maestra,Sin dato,Sin dato,Llave maestra,Sin dato,Sin dato,Cristo Rey,#1509,15,Cajero electrónico,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2018-05-05T07:40:00.000-05:00,1.0,6.23807852,-75.57196021,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Llave maestra,Sin dato,Sin dato,Llave maestra,Sin dato,Sin dato,Barrio Colón,#1013,10,Cajero electrónico,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2021-01-20T08:30:00.000-05:00,1.0,6.21564199,-75.58831171,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,No,Sin dato,Sin dato,Parque Juan Pablo II,Inst_19,15,Banco,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2022-07-25T08:00:00.000-05:00,1.0,6.24884404,-75.56588617,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Atraco,Sin dato,Sin dato,No,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2023-02-01T09:30:00.000-05:00,1.0,NaN,NaN,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Castilla,#0511,5,Banco,Castilla,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2023-02-10T07:09:00.000-05:00,1.0,NaN,NaN,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Engaño,Sin dato,Sin dato,No,Sin dato,Sin dato,La Candelaria,#1019,10,Banco,Candelaria,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2023-02-13T09:50:00.000-05:00,1.0,NaN,NaN,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Pedregal,#0604,6,Banco,Doce de Octubre,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2023-02-24T11:15:00.000-05:00,1.0,NaN,NaN,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Boston,#1016,10,Banco,Candelaria,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
2023-03-03T09:30:00.000-05:00,1.0,NaN,NaN,Sin dato,-1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a entidad financiera,Taquillazo,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Sevilla,#0407,4,Banco,Aranjuez,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2024-10-06T04:06:05.000-05:00
